place_id,name,city,query_category,source_query,primary_type,address,latitude,longitude,rating,user_rating_count,price_level,google_maps_uri,is_food,is_tourist_spot
ChIJg8Jw37O2bTkRDhuyvraZrk0,Saraogi Mansion,Jaipur,tourist_spot,shopping markets,shopping_mall,"Mirza Ismail Rd, Bapu Bazar, Biseswarji, Jaipur, Rajasthan 302003",26.9158658,75.8223271,4.1,9377,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=5597580397030546190&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
ChIJdQaLBHi3bTkRHvmaWzqHluU,GT. Mall Jaipur,Jaipur,tourist_spot,shopping markets,shopping_mall,"D-Block, Crystal Court, Jawahar Nagar, Jaipur, Rajasthan 302017",26.856305499999998,75.8061446,4.4,4310,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=16543558965906831646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
ChIJ5QHQE42xbTkRMTqGEt7Z-TE,Tripoliya Market,Jaipur,tourist_spot,shopping markets,market,"WRFG+5GC, Bapu Bazar, Biseswarji, Jaipur, Rajasthan 302003",26.922935300000002,75.8262708,4.3,205,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=3601148924876175921&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
ChIJjehfB2KzbTkRxMERcQo_BNw,London Street Bazaar,Jaipur,tourist_spot,shopping markets,shopping_mall,"C-180, Gautam Marg, Block C, Vaishali Nagar, Jaipur, Rajasthan 302021",26.9132972,75.7430139,4.1,30,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=15853865902330200516&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
ChIJK7GYW6u2bTkR_hCqM8yPno0,Cloth Market,Jaipur,tourist_spot,shopping markets,market,"B-, 245, Khanjane Walon ka Rasta, 5th Crossing, Chandpole Bazar, Indira Bazar, Topkhana Desh, Jaipur, Rajasthan 302001",26.919479,75.81219990000001,4.2,1095,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=10204751912871006462&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
ChIJfYNu3cazbTkRVcFEhLix2z4,Reliance SMART Superstore,Jaipur,tourist_spot,shopping markets,shopping_mall,"G, 467, Road No. 12, Vishwakarma Industrial Area, Jaipur, Rajasthan 302013",26.990786099999998,75.7732154,4.1,1261,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=4529409256302362965&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
ChIJJzCubUC1bTkRnBti-bFzrx0,STORE IN JAIPUR,Jaipur,tourist_spot,shopping markets,clothing_store,"B-4/179 Opposite Chitrakoot Stadium, Chitrakoot, Jaipur, Rajasthan 302021",26.9012843,75.7337752,3.6,300,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=2139055556254636956&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
ChIJbX8bzJm1bTkRDsom09zdqtc,Ganpati Plaza B.116-j M N communication,Jaipur,tourist_spot,shopping markets,shopping_mall,"Mirza Ismail Rd, Nangal Jaisabohra, Sindhi Camp, Jaipur, Rajasthan 302001",26.9191184,75.7988968,4.2,6775,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=15540477404700396046&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
ChIJg6fcKACxbTkRrMCXRXn_G80,Purohit Ji Ka,Jaipur,tourist_spot,shopping markets,shopping_mall,"WRCG+VC3, Tripolia Bazar, Bapu Bazar, Biseswarji, Jaipur, Rajasthan 302003",26.9221315,75.8260569,4.4,14,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=14779687498470113452&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
ChIJf8f15c-1bTkRqbZzJi0keoM,Sanganer market,Jaipur,tourist_spot,shopping markets,market,"117, Ajmer Rd, Laxmi Colony, Ganpati Nagar, Tonk Phatak, Jaipur, Rajasthan 302006",26.87982,75.7986008,4.2,53,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=9473924542464505513&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
